gvkey,fyear,act,at,che,dd1,dltt,dpc,lct,ppent,sale,seq
1004,2009,863.429,1501.042,79.37,55.824,336.191,38.93,325.55,334.43,1352.151,746.906
1004,2010,913.985,1703.727,57.433,14.075,329.802,59.296,416.01,417.764,1775.782,835.845
1004,2011,1063.272,2195.653,67.72,122.237,669.489,80.333,473.226,456.015,2074.498,864.649
1004,2012,1033.7,2136.9,75.3,86.4,622.2,108.6,389,426.4,2167.1,918.6
1004,2013,1116.9,2199.5,89.2,69.7,564.3,113.4,402.1,413.3,2035,999.5
1004,2014,954.1,1515,54.7,69,85,123.9,412,295,1594.3,845.1
1004,2015,873.1,1442.1,31.2,12,136.1,70.8,329,313.9,1662.6,865.8
1004,2016,888.5,1504.1,10.3,2,155.3,71,335.1,361.5,1767.6,914.2
1004,2017,942.7,1524.7,41.6,0,177.2,40.5,333.3,316.6,1748.3,936.3
1013,2010,1107.7,1474.5,696.9,0.3,650.8,63.8,288.7,146.5,1156.6,429.6
1045,2010,6838,25088,4946,1883,9253,1093,8780,15082,22170,-3945
1045,2011,6757,23848,4739,1518,6702,1086,8630,14306,24022,-7111
1045,2012,7072,23510,4742,1419,7116,1015,9304,13402,24855,-7987
1045,2013,14323,42278,10286,1446,15353,1020,13806,19259,26712,-2731
1045,2014,12112,43771,8077,1708,16196,1513,13435,23084,42650,2021
1045,2015,9985,48415,6949,2231,18330,1609,13605,27510,40990,5635
1045,2016,10324,51274,6997,1855,22489,1818,13872,31159,40180,3785
1045,2017,9146,51396,5384,2554,22511,2017,14964,34156,42207,3926
1045,2018,8637,60580,4914,4948,29081,2159,18096,43249,44541,-169
1050,2010,48.452,74.791,5.792,0,10.8,1.758,26.497,5.88,140.602,35.174
1050,2011,53.47,79.345,12.724,0,9.6,1.399,23.609,5.651,139.192,42.99
1050,2012,64.321,94.104,22.994,0,0,1.25,27.54,4.885,135.052,61.994
1050,2013,124.772,348.536,22.661,9.922,79.16,6.647,59.333,21.665,197.317,170.406
1050,2014,142.967,414.365,19.362,8.887,103.541,11.268,75.351,18.961,263.217,181.224
1050,2015,228.456,598.819,39.513,19.494,157.834,16.52,148.173,44.981,367.422,239.153
1050,2016,212.978,498.634,47.322,9.297,122.367,18.903,146.358,27.27,417.011,190.082
1050,2017,173.942,438.549,30.493,11.797,111.036,16.088,107.851,23.4,345.051,186.569
1050,2018,160.865,392.582,44.438,0.478,82.313,13.272,103.886,22.2,337.339,178.56
1072,2009,1316.358,2051.492,688.45,0,0,58.173,193.273,247.029,1304.966,1801.007
1072,2010,1602.115,2319.482,781.011,0,0,47.619,235.665,235.659,1653.176,2039.417
1072,2011,1727.145,2468.012,813.417,0,0,46.89,297.073,236.488,1545.254,2120.753
1072,2012,1945.533,2601.995,1047.088,0,0,46.871,330.877,258.264,1414.4,1972.93
1072,2013,1768.723,2384.988,874.289,0,0,50.209,161.934,235.725,1442.604,2047.685
1072,2014,1744.552,2459.015,843.506,0,0,42.214,266.309,199.842,1353.228,2131.963
1072,2015,1686.891,2409.819,948.802,0,0,38.951,180.302,217.998,1195.529,2177.106
1072,2016,1836.404,2477.413,1107.382,0,0,42.687,216.067,239.951,1312.661,2216.479
1072,2017,1701.724,2672.766,827.202,0,0,59.788,294.563,418.286,1562.474,2243.443
1072,2018,1783.727,2813.278,835.379,0,0,90.031,313.185,455.757,1791.79,2384.18
1075,2010,931.93,12362.703,110.188,631.879,3045.794,472.807,1310.736,9393.867,3263.645,3683.327
1075,2011,956.47,13111.018,33.583,477.435,3019.054,493.784,1342.705,9791.687,3241.379,3821.85
1075,2012,1005.726,13379.615,26.202,122.828,3199.088,481.262,1083.542,10396.393,3301.804,3972.806
1075,2013,1043.609,13508.686,9.526,540.424,2796.465,492.322,1618.644,10888.985,3454.628,4194.47
1075,2014,973.435,14313.532,7.604,383.57,3031.215,496.487,1559.143,11194.33,3491.632,4367.493
1075,2015,890.516,15028.258,39.488,357.58,3462.391,571.664,1442.317,11808.944,3495.443,4583.917
1075,2016,822.219,16004.253,8.881,125,4021.785,565.011,1292.946,12624.254,3498.682,4803.622
1075,2017,1016.288,17019.082,13.892,82,4789.713,610.629,1197.852,13188.077,3565.296,5006.69
1075,2018,924.991,17664.202,5.766,500,4638.232,650.955,1648.964,13766.668,3691.247,5222.915
1078,2010,22317.529,59462.266,7323.94,2044.97,12523.517,2624.305,17262.434,7970.956,35166.721,22388.135
1078,2011,23768.774,60276.893,8097.359,1026.896,12039.822,3043.894,15480.228,7873.955,38851.259,24439.833
1078,2012,31322.583,67234.944,15173.984,308.823,18085.302,2783.207,13280.176,8063.047,39873.91,26720.961
1078,2013,19247,42953,8098,9,3388,1719,9507,5905,21848,25171
1078,2014,15261,41275,4460,55,3408,1548,10532,5935,20247,21526
1078,2015,14155,41247,6125,3,5871,1472,9186,5730,20405,21211
1078,2016,26776,52666,18775,3,20681,1518,6660,5705,20853,20538
1078,2017,20147,76250,9610,508,27210,3026,8912,7607,27390,30897
1078,2018,14632,67173,4086,7,19359,3278,9012,7563,30578,30524
1082,2009,8.726,40.952,1.924,0.271,5.94,0.985,5.195,4.806,18.562,15.19
1082,2010,9.513,26.228,2.125,0.334,5.7,0.948,5.95,4.519,26.158,12.881
1084,2010,0.401,0.402,0.401,0,0,0.003,3.654,0.001,0.416,-3.252
1084,2011,0.279,0.279,0.153,0,0,0.001,3.438,0,0,-3.159
1084,2012,0.23,0.237,0.095,0,0,0,3.525,0,0,-3.288
1084,2013,0.321,0.328,0.022,0,0,0,4.33,0,0,-4.002
1084,2014,0.028,0.028,0.028,0,0,0,4.632,0,0,-4.604
1084,2015,0.026,0.026,0.026,0,0,0,5.168,0,0,-5.142
1084,2016,0.093,0.093,0.093,0,0,0,4.872,0,0,-4.779
1084,2017,0.184,0.184,0.168,0.025,0.725,0,4.41,0,0,-4.951
1084,2018,3.846,3.846,3.846,0.75,0,0,4.441,0,0,-0.595
1094,2010,195.553,231.851,31.185,0,0.55,2.796,74.629,6.913,346.631,139.644
1094,2011,198.615,311.665,29.607,6.247,48.75,5.502,83.186,12.095,412.428,160.821
1094,2012,191.969,299.28,26.38,6.713,39.052,6.942,73.641,11.705,444.388,168.003
1094,2013,218.3,323.43,35.375,11.714,20.355,6.944,89.907,11.41,499.69,194.64
1094,2014,276.354,467.984,43.643,8.343,97.158,8.091,118.523,11.573,510.179,233.584
1094,2015,310.31,489.774,37.436,10.197,99.96,11.849,125,10.456,546.951,254.211
1094,2016,352.661,540.778,67.709,0.197,118.592,16.194,98.906,10.044,558.524,304.442
1094,2017,471.555,1038.185,57.726,14.466,339.2,30.171,222.805,10.428,638.318,405.067
1094,2018,502.627,767.024,103.904,14.482,302.916,40.109,302.518,14.18,711.359,95.285
1096,2011,69.678,3467.21,28.755,107.599,1202.665,5.26,252.156,2627.053,391.145,1683.1
1096,2012,175.597,4386.182,78.418,257.571,1304.594,5.222,511.793,3374.501,415.917,2048.288
1096,2013,198.852,5452.995,129.361,486.145,1772.945,9.118,739.796,4267.31,516.882,2329.972
1096,2014,252.242,7993.684,123.148,481.441,3305.271,10.498,668.069,7472.382,566.326,2498.605
1096,2015,188.922,8602.132,93.504,375.405,3656.306,13.319,696.216,7948.77,883.559,2697.724
1096,2016,382.47,9588.078,241.522,1040.737,3723.762,14.173,1270.967,8649.159,921.976,2862.812
1096,2017,260.016,10111.986,134.45,884.834,3985.922,37.258,1179.373,9336.508,1113.774,3082.673
1096,2018,204.517,11082.758,110.401,801.333,4396.818,38.831,1321.718,10323.403,1157.878,3431.366
1104,2010,42.627,49.581,6.601,0,13.522,0.87,9.218,2.216,63.149,25.352
1104,2011,46.522,55.222,7.853,0,17.568,0.978,8.705,2.506,73.302,27.775
1104,2012,58.409,67.828,9.75,0,24.32,1.09,11.73,2.353,84.37,30.866
1104,2013,56.986,68.079,11.644,0,22.912,1.205,9.876,5.936,89.577,35.005
1104,2014,57.511,79.308,2.286,0,24.147,1.7,15.363,6.931,107.222,39.428
1104,2015,59.634,81.421,2.426,0,25.913,2.052,11.936,7.401,109.812,43.184
1104,2016,65.463,92.066,5.911,0,32.936,2.422,12.82,7.973,124.574,46.12
1104,2017,77.818,114.73,9.338,0.267,47.161,2.895,16.783,13.728,130.55,49.938
1104,2018,72.992,109.477,4.409,0.267,43.727,3.229,13.365,14.543,137.321,52.332
1117,2010,23.76,34.792,5.05,0,2,0.811,4.016,1.357,25.954,28.39
1117,2011,22.98,31.847,2.693,0,0,1.412,3.513,1.158,24.104,28.069
1117,2012,27.332,33.96,6.581,0,0,1.355,3.695,1.113,27.576,30.184
1117,2013,28.12,34.023,7.945,0,0,1.475,2.456,1.045,27.023,31.42
1117,2014,32.405,36.986,11.363,0,0,1.185,3.541,1.282,30.971,33.233
1117,2015,28.154,39.449,4.669,0,0,0.914,4.263,1.84,29.722,34.82
1117,2016,29.767,42.544,10.91,0,0,0.942,6.362,2.486,50.689,35.774
1117,2017,36.985,42.801,16.331,0,0,0.942,10.313,2.201,39.395,32.007
1117,2018,30.856,39.191,11.268,0,0,0.921,9.883,2.729,49.38,27.712
1121,2010,246.976,301.305,29.032,0,0,13.711,206.998,47.589,2211.97,90.155
1121,2011,304.965,378.84,37.066,0,0,17.472,256.094,69.235,3214.399,110.682
1121,2012,324.556,419.501,47.239,0,0,20.757,266.082,90.712,3380.964,135.858
1121,2013,351.73,448.082,60.733,0,0,22.508,272.169,91.865,3945.969,154.685
1121,2014,250.945,340.814,80.184,0,0,25.649,168.603,84.871,4132.826,157.497
1121,2015,176.537,243.215,91.877,0,0,24.534,80.197,59.715,1944.279,152.51
1121,2016,192.518,246.872,87.342,0,0,18.792,86.074,46.325,1099.54,151.312
1121,2017,245.685,282.704,109.393,0.338,1.351,13.599,129.598,29.362,1322.06,147.119
1121,2018,229.59,278.87,117.066,0.883,3.209,10.654,123.267,44.623,1750.213,146.598
1161,2010,3594,4964,1789,4,2188,383,1674,700,6494,1013
1161,2011,3229,4954,1765,489,1527,317,1774,726,6568,1590
1161,2012,2265,4000,1002,5,2037,260,1397,658,5422,538
1161,2013,2884,4337,1097,60,1998,236,1618,346,5299,544
1161,2014,2736,3767,1040,177,2035,203,1440,302,5506,187
1161,2015,2320,3109,785,230,2032,167,1403,188,3991,-412
1161,2016,2530,3321,1264,0,1435,133,1346,164,4272,416
1161,2017,2622,3540,1187,0,1325,180,1486,261,5329,611
1161,2018,3540,4556,1161,0,1114,208,1984,348,6475,1266
1166,2010,1239.522,1611.012,451.533,64.207,179.291,50.149,562.979,271.459,1622.666,545.966
1166,2011,1551.284,2052.615,506.27,5.62,195.11,64.151,592.252,355.678,2120.221,855.953
1166,2012,1461.509,1977.249,383.02,8.328,16.657,77.085,551.301,385.503,1869.863,978.238
1166,2013,713.807,2137.466,430.507,0,0,39.223,139.926,96.264,843.656,1994.164
1173,2009,15.874,21.476,0,5.768,0,0.517,13.548,2.917,31.136,7.72
1173,2010,18.259,23.678,0.162,1.255,4.985,0.536,9.763,3.518,29.618,8.835
1173,2011,17.553,23.035,0.157,0.753,4.278,0.577,9.307,4.206,29.607,9.415
1173,2012,15.73,23.324,0,0.763,4.414,0.582,6.646,4.534,31.021,12.04
1177,2010,6994.2,37739.4,3982.1,899.9,3482.6,444.4,8736.9,529.3,34246,9890.8
1177,2011,5890,38593.1,2849.8,0,3977.7,447.2,8522.2,556.9,33779.8,10120.2
1177,2012,8244.4,41494.5,4586.7,0,6481.3,449.9,8487.6,540,36595.9,10405.8
1177,2013,9718.9,49871.8,3391.2,387.3,7865.3,569.1,12602.9,721.9,47284.9,14025.5
1177,2014,11764,53402.1,3891.4,229.3,7852,629,15356.5,669.8,58003.2,14482.6
1177,2015,12738.5,53424.1,5412.2,0,7828,671.3,15481.5,629.7,60226.9,16114.3
1177,2016,28449,69146,20872,1634,19027,681,18694,587,63155,17881
1177,2017,15523,55151,6190,999,8160,705,16837,586,60447,15580
1186,2010,674.222,5500.351,203.754,10.592,688.019,192.486,303.311,4564.563,1422.521,3665.45
1186,2011,821.58,5034.262,366.869,11.068,946.279,261.781,254.444,3895.355,1821.799,3202.972
1186,2012,903.269,5255.842,376.727,12.955,842.108,271.861,276.668,4067.456,1917.714,3410.212
1186,2013,804.831,4959.359,244.622,12.035,1011.843,296.078,210.654,4049.117,1638.406,2977.149
1186,2014,908.06,6840.538,271.748,74.324,1343.598,433.628,328.666,5301.496,1896.766,4068.49
1186,2015,829.425,6683.18,164.142,24.04,1127.734,608.609,311.522,5088.967,1985.432,4141.02
1186,2016,1230.179,7107.951,641.106,135.431,1079.109,613.16,423.622,5106.036,2138.232,4492.474
1186,2017,1461.534,7865.601,767.094,3.412,1373.766,508.739,333.821,5626.552,2242.604,4946.991
1186,2018,1072.452,7852.843,384.438,1.914,1721.308,553.933,361.449,6234.302,2191.221,4550.012
1209,2010,3033.8,13505.9,374.3,182.5,3659.8,863.4,2244.1,7051.3,9026,5546.9
1209,2011,3189.8,14290.7,422.5,72.2,3927.5,873.9,2342,7412,10082,5795.8
1209,2012,3415.8,16941.8,454.4,74.3,4584.2,840.8,2689.9,8240.6,9611.7,6477.2
1209,2013,3439.1,17850.1,450.4,507.4,5056.3,907,3227.6,8974,10180.4,7042.1
1209,2014,3294.8,17779.1,336.6,65.3,4824.5,956.9,2963,9532.1,10439,7365.8
1209,2015,2910.8,17438.1,206.4,435.6,3949.1,936.4,3648.1,9636.9,9894.9,7249
1209,2016,4317.3,18055.3,1501.3,371.3,4918.1,925.9,3283.3,8852.7,9524.4,7079.6
1209,2017,5876.7,18467.2,3677.6,416.4,3402.4,865.8,2489,8440.2,8187.6,10086.2
1209,2018,5082.2,19178.3,2976,406.6,3351.7,970.7,2338.3,9923.7,8930.2,10857.5
1210,2009,26.279,29.604,12.032,0.014,0.006,0.415,4.697,1.317,81.078,24.901
1210,2010,30.707,34.221,6.566,0.008,0,0.366,7.98,1.189,83.362,26.241
1210,2011,31.206,35.083,5.814,0,0,0.278,7.966,1.889,89.383,27.053
1210,2012,30.528,36.055,9.197,0,0,0.533,7.861,3.473,103.064,28.124
1210,2013,31.152,37.221,5.22,0,0,0.752,9.019,3.985,100.772,27.36
1210,2014,38.67,43.456,19.443,0,5,0.857,8.245,2.571,112.181,29.795
1210,2015,38.96,52.155,11.111,0,0.005,1.107,15.717,4.578,148.212,34.231
1210,2016,48.859,65.335,5.784,0.025,18.413,1.548,20.269,5.324,148.472,22.966
1210,2017,61.671,97.147,6.598,9.23,38.855,2.679,31.178,20.273,194.519,25.118
1224,2010,264.967,1167.597,16.91,5,200.793,44.042,346.987,782.622,619.772,327.319
1224,2011,247.316,1166.8,7.817,0,250.246,39.916,277.928,813.428,534.953,344.738
1224,2012,217.487,1182.876,5.559,0,250.028,42.27,258.187,842.643,451.589,360.503
1224,2013,183.745,1198.075,3.032,0,249.923,43.907,232.163,885.509,533.338,384.58
1224,2014,110.4,1424.6,5.6,0,249.8,34.4,201.3,898.7,417.2,849.6
1224,2015,110.9,1519,7.2,80,170,47.3,271.9,938.4,479.2,874.6
1224,2016,104,1592.3,0,0,250,47.8,217.7,973,368.5,867.3
1224,2017,147.4,1643,0.1,0,247.8,49.9,301.4,1056,400.5,867.4
1224,2018,121,1616.2,0,0,322.6,53.2,274.4,1134.1,500.7,808.7
1225,2010,1822,17994,172,200,5987,694,1104,13865,5976,6078
1225,2011,1814,18477,345,500,5632,749,1492,14169,5702,6027
1225,2012,1757,18712,137,250,5929,767,1143,14438,5520,6083
1225,2013,1691,19251,295,0,6233,816,932,15058,5618,6187
1225,2014,1953,20552,273,454,6176,724,1604,15912,5942,6437
1225,2015,1801,21721,194,200,6654,780,1595,17178,5768,6273
1225,2016,1805,22516,420,561,6535,844,1898,17746,5889,6604
1225,2017,2006,23864,544,0,7628,888,1400,19010,6039,7120
1225,2018,1909,26730,313,201,7923,917,1959,21851,6032,7768
1228,2010,6.743,20.496,0.401,6.347,0.005,0.621,10.132,0.234,14.632,9.984
1228,2011,7.609,7.616,7.42,0,0,0.462,0.581,0.007,0,7.035
1228,2012,4.383,8.108,4.019,0.2,0,0.003,0.909,3.525,0,5.714
1228,2013,2.797,7.217,2.259,0,0,0.184,0.271,4.34,0.391,5.424
1228,2014,2.394,6.765,1.775,0,0,0.182,0.328,4.163,0.649,4.875
1228,2015,1.064,5.332,0.789,0,0,0.194,0.393,3.938,0.786,3.906
1228,2016,1.847,4.044,0.14,0,0.2,0.184,0.398,2.111,0.193,2.34
1230,2010,1662,5016.6,1208.2,221.2,1313,230.5,1424.7,3117.1,3832.3,1105.4
1230,2011,1595.5,5195,1140.9,207.9,1099,246.9,1509.6,3401.5,4317.8,1173.2
1230,2012,1737,5505,1252,161,871,264,1501,3609,4657,1421
1230,2013,1762,5838,1330,117,754,270,1580,3893,4964,2029
1230,2014,1756,6181,1217,117,686,294,1671,4299,5368,2127
1230,2015,1663,6533,1328,115,571,320,1806,4802,5598,2411
1230,2016,2050,9962,1580,319,2645,363,2535,5666,5931,2931
1230,2017,2146,10740,1621,307,2262,372,2700,6284,7933,3721
1230,2018,1787,10912,1236,486,1617,398,2942,6781,8264,3751
1234,2010,51.981,134.652,21.385,0,0,7.041,7.752,50.664,108.569,116.617
1234,2011,83.742,161.895,44.869,0,0,6.544,10.043,56.37,117.704,138.514
1234,2012,56.747,155.81,16.181,0,0,7.61,7.208,59.268,119.062,134.828
1234,2013,90.319,172.066,46.91,0,0,8.592,9.364,58.328,131.993,148.994
1234,2014,74.136,171.514,23.859,0,0,8.723,9.936,62.516,140.762,149.57
1234,2015,78.295,164.336,28.39,0,0,8.823,9.316,63.314,145.733,144.098
1234,2016,94.115,182.593,44.102,0,0,8.953,9.073,65.265,143.487,162.988
1234,2017,115.233,203.78,65.604,0,0,8.677,9.622,66.369,146.595,184.388
1234,2018,122.265,231.216,68.437,0,0,9.123,10.22,74.893,152.448,210.767
1239,2010,804.104,1878.275,301.978,0.181,150.241,29.101,283.424,247.049,1598.464,1327.24
1254,2010,264,2495,14,136,386,107,353,1773,1646,1136
1254,2011,275,2544,22,52,507,109,278,1777,1722,1123
1254,2012,234.1,1174.3,19.9,16.4,302.7,72.5,193.4,762.5,1560,279.9
1254,2013,348.9,1248.3,114.5,12.5,273.6,69.7,200.6,735.4,1637.2,338.2
1254,2014,519.5,1401.8,293.4,21.6,352,69.7,223.5,691.2,1714.2,363.8
1254,2015,277.9,1669.8,25.5,22,407.9,83.4,297.6,860.3,1884.9,450.6
1254,2016,274.2,2015.5,13.9,31.8,707.1,97.1,279.2,949.2,1941.6,471.5
1254,2017,266,2247.5,19.8,30.8,826.3,101.2,286.3,1165.7,2046.9,678.2
1254,2018,318.4,2430.4,24.5,42.1,814.3,94.4,370.8,1366.6,2222.8,755.3
1259,2010,2.027,2.242,1.55,0.005,0.844,0.123,16.999,0.033,0.019,-21.615
1259,2011,0.399,0.522,0.354,0,1.909,0.107,5.748,0.008,5.2,-8.097
1259,2012,0.045,0.08,0.024,2.983,0,0.091,5.483,0.014,0.5,-6.079
1262,2010,150.101,741.45,45.537,94.67,23.699,37.007,218.843,576.443,536.373,452.522
1262,2011,247.722,874.397,132.316,4.754,227.228,47.148,83.002,577.489,582.69,468.72
1262,2012,275.18,883.714,128.923,4.773,220.953,46.117,67.64,600.624,560.377,498.988
1262,2013,303.204,932.354,216.057,4.576,222.552,44.715,68.808,605.777,491.499,561.086
1262,2014,341.75,974.055,256.896,0,223.755,44.617,66.733,609.219,503.683,607.099
1262,2015,365.255,988.805,210.562,1.448,242.548,44.907,61.787,513.14,413.493,618.61
1262,2016,257.005,1036.013,130.039,0,240.555,46.903,94.058,660.251,379.404,641.55
1262,2017,161.982,1100.29,68.86,48.907,243.097,48.461,129.21,791.804,451.05,660.46
1262,2018,199.987,1111.893,25.539,0.13,258.458,55.714,75.301,726.251,508.201,702.555
1263,2009,563.3,2235.1,40.2,2.2,776.5,214.5,363.3,1572.8,1409.4,389.9
1263,2010,463.8,1923.2,5.7,2,742.8,201.3,390.6,1363,1768.3,95.5
1263,2011,570.1,1906.4,25.7,0.7,769.3,186.9,382.2,1236,2159.8,-106.9
1263,2012,593.2,1877.6,49.5,3.6,1127.1,139.8,258.6,1190.7,1865.6,-300.2
1263,2013,486.9,1804.2,20.6,840,423.5,110.4,1206.8,1224.9,1792.4,-530.9
1266,2010,37.441,188.817,12.365,1.281,72.179,7.221,7.912,124.973,79.792,105.237
1266,2011,29.181,180.035,2.325,3.279,53.879,7.327,11.827,128.78,98.592,110.662
1266,2012,51.467,185.083,16.085,3.267,36.633,8.429,17.148,122.834,127.187,127.546
1266,2013,59.795,198.84,24.843,2,34,9.675,11.491,131.071,101.661,142.736
1266,2014,112.072,203.567,31.042,2.258,32.839,7.88,15.696,87.432,88.68,145.437
1266,2015,70.68,460.58,7.36,4.788,201.958,14.637,23.633,381.667,153.119,172.792
1266,2016,73.108,458.662,6.625,4.781,198.026,15.382,18.731,379.247,144.196,173.49
1266,2017,66.489,419.182,3.395,4.55,180.159,15.226,15.983,349.337,129.829,160.641
1266,2018,72.24,423.422,25.26,5.275,170.196,13.756,21.498,340.403,81.281,172.117
1272,2010,0,0,0,0,0,0,0.585,0,0,-0.585
1272,2011,0,0,0,0,0,0,0,0,0,0
1272,2012,0,0,0,0,0,0,0.005,0,0,-0.005
1272,2013,0,0,0,0,0,0,0.009,0,0,-0.009
1272,2014,0,0,0,0,0,0,0.013,0,0,-0.013
1272,2015,0,0,0,0,0,0,0.018,0,0,-0.018
1272,2016,0,0,0,0,0,0,0.022,0,0,-0.022
1272,2017,0,0,0,0,0,0,0.027,0,0,-0.027
1272,2018,0,0,0,0,0,0,0.06,0,0,-0.06
1279,2010,1515.6,12075.8,537.1,15.5,4686,349.1,790.9,9301.9,3902.9,3441.7
1300,2010,15011,37834,2650,523,5755,987,11717,4840,33370,10666
1300,2011,16134,39808,3698,15,6881,957,12275,4804,36529,10806
1300,2012,17598,41853,4634,625,6395,926,13045,5001,37665,12975
1300,2013,21164,45435,6422,632,6801,989,14181,5278,39055,17467
1300,2014,22191,45451,6959,939,6046,924,14773,5383,40306,17657
1300,2015,20053,49316,5455,577,5554,883,18371,5789,38581,18283
1300,2016,23058,54146,7843,227,12182,1030,16331,5793,39302,19369
1300,2017,26002,59387,10817,1351,12573,1115,18861,5926,40534,17276
1300,2018,24362,57773,10910,2872,9756,1116,18924,5296,41802,18180
1308,2010,219.067,1075.656,20.94,15.215,478.225,91.138,140.247,723.234,659.665,448.711
1327,2010,789.865,1564.052,459.385,0,24.743,55.402,204.324,204.363,1071.849,1316.596
1327,2011,816.334,1890.389,410.799,0,0,77.964,247.096,251.365,1418.922,1609.095
1327,2013,1073.3,2333.1,511.1,0,0,103.4,179.7,328.6,1792,2101.1
1327,2014,1429.2,2973.8,805.8,0,0,122.7,297.6,555.9,2291.5,2532.4
1327,2015,1914.7,3719.4,1043.6,0,0,195.8,463.9,826.4,3258.4,3159.2
1327,2016,2002.1,3855.4,1086.1,0,0,247.8,210.2,806.3,3289,3541.4
1327,2017,2633.7,4573.6,1616.8,0,0,254.8,387.9,882.3,3651.4,4065.7
1327,2018,2262.2,4828.9,1027.4,0,0,299.2,389.7,1140.9,3868,4097
1331,2010,61.36,66.705,11.204,0,0,0.27,53.051,0.547,123.81,12.374
1331,2011,41.655,47.899,6.56,0,0,0.339,29.172,0.537,167.382,17.512
1331,2012,41.726,47.953,5.515,0,0,0.231,31.35,0.869,96.938,15.503
1356,2010,6869,39293,1543,231,8842,1451,5236,20161,21013,13611
1356,2011,7713,40120,1939,445,8640,1481,6013,19416,24951,13844
1356,2012,7700,40179,2050,465,8311,1462,5942,18947,23700,13199
1356,2013,6969,35742,1455,655,7607,1422,6105,17639,23032,10593
1356,2014,8269,37399,1897,29,8769,1372,5541,16426,23906,12306
1356,2015,7953,36528,1956,21,9044,1280,5211,14815,22534,12046
1367,2010,0.976,0.976,0.976,0,0,0,0.012,0,0,0.964
1367,2011,0.906,0.906,0.906,0,0,0,0.022,0,0,0.884
1380,2010,8780,35396,1608,32,5537,3352,7613,21127,33862,16689
1380,2011,8339,39136,351,35,6005,3503,8100,24712,38466,18516
1380,2012,8387,43441,642,37,7324,4147,8382,28807,37691,21090
1380,2013,8599,42754,1814,378,5420,3648,6558,28771,22284,24720
1380,2014,6687,38578,2444,68,5919,3732,4851,27517,10737,22205
1380,2015,4404,34195,2716,86,6544,4680,2628,26352,6636,19386
1380,2016,4276,28621,2732,112,6694,4453,2251,23595,4762,14534
1380,2017,6157,23112,4847,580,6397,3195,2435,16192,5466,11051
1380,2018,4459,21433,2694,67,6605,2085,2203,16083,6323,9629
1382,2010,2909,7819,1859,397,4003,334,2840,3796,11908,84
1382,2011,3049,8335,1947,436,4130,325,3160,4150,13055,150
1382,2012,3582,9396,2376,417,4376,338,3303,4704,13831,790
1388,2010,6744,22422,4937,1575,6592,935,11214,12583,22150,-6336
1388,2011,6696,23589,4732,1518,6729,950,11161,14155,24000,-9037
1388,2012,7011,23264,4732,1419,7143,999,11918,13258,24825,-9962
1388,2013,9201,25612,6693,957,9852,979,11919,13469,25729,-9660
1388,2014,7257,26292,4725,1230,10004,1051,11520,16299,27141,-5572
1388,2015,11858,50439,6921,2234,16592,1560,13377,27236,41084,9698
1388,2016,17056,58092,6982,1859,20718,1762,13672,30881,40163,12649
1388,2017,17891,60012,5373,2058,21236,1964,14274,33862,42195,14594
1388,2018,19257,70878,4901,4186,28507,2108,17121,42894,44530,11770
1397,2010,66.893,123.23,3.267,1.487,5.851,4.494,31.819,29.891,201.628,50.147
1397,2011,65.453,120.4,3.379,1.458,4.299,4.343,33.937,28.502,208.733,42.964
1397,2012,64.108,131.867,4.104,1.472,2.88,3.885,31.851,28.005,213.659,42.354
1397,2013,69.169,119.875,3.404,1.432,7.577,3.328,31.784,26.67,209.293,35.62
1397,2014,69.367,122.04,2.744,1.539,5.99,3.335,33.904,26.801,205.585,32.319
1397,2015,62.739,114.836,0.25,1.526,4.421,3.326,33.418,25.002,194.873,29.357
1397,2016,56.636,107.045,0.719,0.174,0.122,3.077,28.601,24.79,184.267,32.361
1397,2017,67.253,118.611,0.616,0.133,0.249,3.121,36.397,25.65,200.53,36.015
1397,2018,68.733,127.595,5.451,0,0.583,3.437,35.947,25.67,202.594,42.575
1408,2010,4343,12675.3,864.7,590.6,3637.4,245.1,2106.9,1432.1,6570.5,5671.1
1408,2011,2434.4,7491.8,218.3,0,1902.1,199.4,758.7,729.7,2264.8,4099.7
1408,2012,2863.4,8636.9,365.7,469.3,2024.9,110.5,1208.6,787.9,2465.9,4612.1
1408,2013,2890.1,8584.7,277.2,0,2024.5,121,706.6,815.7,2547.3,5074.1
1410,2010,608.756,1548.67,39.446,0,140.5,36.315,333.851,58.088,3495.747,739.025
1410,2011,733.757,1879.598,26.467,0,300,52.658,443.196,60.009,4246.842,795.886
1410,2012,767.427,1869.251,43.459,0,215,50.897,473.91,59.909,4300.265,850.398
1410,2013,864.632,2119.236,32.639,0,314.87,60.39,508.524,77.241,4809.281,917.507
1410,2014,927.2,2192.9,36.7,0,319.8,57.3,526.4,83.4,5032.8,968.8
1410,2015,947.2,2149.8,55.5,0,158,57,568.2,74,4897.8,1007.5
1410,2016,993.7,2281.2,56,0,268.3,57.5,599.2,81.8,5144.7,974
1410,2017,1235.5,3812.6,62.8,16.9,1161.3,70.1,757.8,143.1,5453.6,1375.7
1410,2018,1171,3627.5,39.1,37,902,112.5,792.5,140.1,6442.2,1454.6
1429,2010,282.186,787.678,0.128,0.375,140.698,55.58,228.129,483.849,1203.897,279.901
1429,2011,366.153,878.107,0.127,5.765,128.64,58.333,313.043,491.239,1542.777,316.545
1429,2012,391.401,899.48,0.123,0.28,128.36,54.072,320.552,490.046,1479.095,298.809
