gvkey,fyear,act,at,che,dd1,dltt,dpc,lct,ppent,sale,seq
15129,2012,0.241,0.914,0.087,0,0,0.042,0.444,0.549,1.726,0.347
15129,2013,0.09,0.728,0.051,0,0,0.04,0.547,0.514,0.822,0.054
15129,2014,0.902,1.509,0.699,0,0,0.039,0.371,0.483,0.906,1.026
15129,2015,0.174,0.787,0.173,0,0.01,0.037,0.507,0.49,0.171,0.152
15129,2016,0.002,0.569,0.001,0,0.006,0.032,1.042,0.468,0,-0.602
15129,2017,0.001,0.56,0,0.049,0.032,0.091,0.777,0.459,0,-0.372
15129,2018,0.063,0.662,0.062,0.05,0.079,0.677,0.474,0.45,0,-0.014
15148,2010,112.195,484.596,0,0,0,2.41,67.182,12.857,299.537,410.409
15148,2011,118.149,927.476,4.935,0.47,553.861,45.262,36.293,29.905,281.317,218.333
15148,2012,129.143,880.757,4.206,0.279,553.581,46.813,42.94,31.473,306.468,176.605
15148,2013,127.296,832.247,21.253,0.071,553.511,47.846,32.49,28.936,289.956,154.136
15148,2014,131.349,792.989,13.051,3,541.469,47.665,47.71,26.245,298.142,126.89
15171,2010,1067.703,6997.062,775.798,170.947,4836.415,281.55,810.189,5015.56,1293.992,595.483
15171,2011,937.967,8078.829,550.96,172.818,5709.706,339.964,972.129,6075.75,1390.278,634.307
15171,2012,778.154,8314.566,363.236,168.393,5920.073,320.996,1031.472,6596.736,1324.11,673.912
15171,2013,1112.933,9095.212,680.879,152.153,6939.249,319.446,715.94,6987.964,1245.376,713.94
15171,2014,898.33,9546.243,484.448,160.754,7213.456,338.065,789.062,7326.472,1408.163,761.592
15171,2015,912.871,10059.783,466.242,189.84,7387.655,339.428,929.069,7912.124,1349.825,809.523
15171,2016,1061.088,10701.113,613.296,316.861,7984.932,395.077,823.431,8277.367,1507.231,859.44
15171,2017,1068.903,10928.139,627.019,216.694,8014.754,411.085,761.005,7878.505,1434.196,911.087
15171,2018,1323.45,12183.268,902.618,522.289,8808.878,409.324,1064.259,8963.965,1480.113,962.286
15172,2010,39511.101,97450.19,16169.602,10388.3,17216.528,2900.603,,12739.568,47609.172,15317.734
15172,2011,47335.882,103824.216,23037.452,7878.503,26852.813,4356.333,,26964.381,77265.891,11321.537
15172,2012,48562.719,108959.874,23674.145,8134.443,29185.892,5539.439,,29663.226,110452.529,8158.178
15172,2013,54286.504,120172.171,27195.612,10299.803,31427.143,6386.566,,32012.751,119359.21,11472.395
15172,2014,55149.097,121627.151,27982.351,9329.871,31479.541,5925.859,,31956.321,116278.509,16245.593
15172,2015,51133.945,114062.936,23055.828,8000.911,22171.906,5879.063,,29812.299,120249.308,17474.303
15172,2016,41914.654,110102.734,18605.287,7942.49,17000.327,6284.771,52199.689,32110.791,117146.194,20226.074
15172,2017,43608.602,115770.658,15460.292,8280.754,12894.797,7080.959,56826.792,34880.631,133364.855,25028.602
15172,2018,43840.419,110909.664,14634.081,6187.027,9922.827,6304.951,53207.971,30118.821,126410.433,28281.26
15178,2010,0.038,0.116,0.017,0.014,0.009,0.02,1.693,0.048,0.016,-1.586
15178,2011,0.024,0.086,0.003,0.008,0,0.021,1.652,0.032,0.023,-1.566
15178,2012,0.037,0.085,0.005,0,0,0.02,1.84,0.017,0.028,-1.755
15178,2013,0.033,0.076,0.002,0,0,0.015,2.009,0.011,0.038,-1.933
15178,2014,0.047,0.106,0.003,0.023,0,0.018,2.266,0.042,0.143,-2.16
15178,2015,0.049,0.116,0.005,0.008,0.003,0.016,2.495,0.044,0.1,-2.382
15178,2017,0.068,0.263,0.003,0.019,1.967,0.009,0.122,0.173,0.262,-3.032
15178,2018,0.625,0.826,0.393,0.028,1.61,0.045,0.164,0.166,0.524,-2.154
15190,2010,7.344,8.912,4.331,0,0,0.123,0.667,0,1.262,8.245
15201,2013,0.13,1.784,0.126,0,0,0,0.175,1.654,0,1.609
15201,2014,0.011,0.381,0.007,0,0,0,0.281,0.37,0,0.1
15201,2015,0.007,0.335,0.004,0,0,0,0.396,0.328,0,-0.061
15201,2016,6.101,8.286,5.341,0,0,0,0.4,2.185,0,7.886
15201,2018,5.229,204.601,3.274,0,0,0,3.883,198.669,0,198.378
15211,2013,8.523,1589.805,0.258,112.041,728.341,0.042,135.194,0.069,143.188,570.816
15211,2014,8.178,1742.71,0.078,143.234,778.059,1.16,166.089,0.094,166.266,628.651
15211,2015,11.063,1720.92,1.022,172.517,750.584,1.286,193.711,0.092,177.014,626.883
15212,2011,27.982,269.628,2.082,13.051,229.955,12.815,44.515,202.393,1629.075,-32.687
15212,2012,20.933,315.81,4.768,2.187,257.544,17.269,30.112,243.022,1884.103,14.545
15212,2013,35.496,391.621,4.115,2.619,237.873,23.679,38.857,288.729,1934.783,94.671
15212,2014,76.124,604.646,15.17,29.083,261.284,36.12,94.033,391.499,2669.317,190.522
15212,2015,49.769,853.094,1.192,8.342,430.632,49.702,67.458,628.564,2115.496,268.991
15212,2016,65.407,931.989,1.35,2.1,465.119,56.078,75.133,677.329,1790.269,221.044
15212,2017,80.506,947.236,3.897,3.936,605.594,59.177,93.473,681,2014.89,171.337
15212,2018,50.862,866.922,3.191,3.462,593.423,68.083,88.448,647.413,2347.988,110.933
15215,2011,4.585,4.585,4.541,0,0,0,0.675,0,0,3.823
15215,2012,31.965,32.814,31.391,0,0,0.093,2.086,0.756,0,30.721
15215,2013,45.077,47.545,44.427,0,0,0.231,5.774,0.88,0,41.701
15215,2014,61.878,65.572,60.231,0,0,0.45,10.174,3.367,0,55.325
15215,2015,129.861,138.613,126.859,0,0,1.286,11.243,8.313,0.277,126.85
15215,2016,116.444,122.543,114.388,0,0,2.238,13.209,5.572,0.653,108.218
15215,2017,68.781,72.853,67.203,0,0,1.65,7.804,3.113,0.295,64.298
15220,2010,4.547,6.508,2.083,0,0,0.073,1.321,0.28,7.703,5.187
15220,2011,4.297,6.431,1.38,0,0,0.106,1.404,0.463,6.589,5.027
15224,2013,656.718,2543.754,142.293,13.371,2224.677,123.458,421.437,513.877,3785.153,-410.271
15224,2014,736.342,2706.981,198.365,23.675,2244.536,131.836,486.016,591.812,3995.368,-330.338
15235,2010,148.388,675.039,20.352,0,438.526,39.57,207.594,512.169,1639.935,9.664
15235,2011,287.381,810.48,135.945,0,533.592,40.448,139.159,493.97,3207.969,102.689
15235,2012,248.541,763.423,66.001,2.5,292.811,48.114,246.839,483.061,3476.817,181.726
15235,2013,345.773,849.924,153.583,2.5,341.822,47.319,327.766,472.885,3430.287,145.442
15235,2014,238.661,770.246,106.325,2.5,299.876,49.551,243.222,445.706,3221.373,188.402
15235,2015,242.728,748.584,132.953,2.5,289.582,57.52,296.532,434.619,2157.191,130.957
15235,2016,221.872,695.637,73.524,2.5,233.819,59.26,295.435,420.554,1807.732,103.503
15240,2010,15.612,42.562,15.387,0.083,0.57,1.056,5.011,19.613,0,32.677
15240,2011,3.179,31.405,2.89,0.065,0.504,0.848,3.481,18.846,0,23.411
15240,2012,5.373,49.604,4.665,0.112,0.468,0.642,9.13,34.739,0,36.168
15240,2013,1.803,36.655,1.117,0.011,1.029,0.838,3.029,30.841,0,25.243
15240,2014,6.433,43.104,5.57,0,4.345,0.756,2.672,32.73,0,31.137
15240,2015,2.005,56.966,1.091,6.154,0,0.786,10.89,48.812,0,40.479
15240,2016,3.911,56.914,3.309,5.431,0,0.727,8.143,46.916,0,43.048
15240,2017,7.833,50.238,5.415,0,0,1.181,3.968,35.409,0,41.117
15240,2018,4.18,29.958,1.992,0,0,1.109,3.172,20.553,0,20.791
15247,2010,13518,37621,3334,822,7515,1473,8784,22669,81342,15025
15247,2011,15972,42783,1024,1009,6732,1534,12708,25177,125095,16423
15247,2012,16460,44477,1723,586,6463,1574,11929,26300,138286,18032
15247,2013,19277,47260,4292,303,6261,1720,13123,25707,138074,19460
15247,2014,16614,45550,3689,606,5780,1690,9980,26735,130844,20677
15247,2015,14972,44343,4114,127,7250,1842,7360,26703,81824,20527
15247,2016,16800,46173,4816,115,7886,1894,8328,26472,70166,20024
15247,2017,19312,50158,5850,122,8750,1986,11071,27480,88407,21991
15247,2018,17675,50155,2982,238,8871,2069,10724,28848,111407,21667
15252,2010,366.77,924.16,46.37,17.73,476.92,40.7,214.43,167.51,942.65,112.32
15252,2011,431.69,986.54,88.92,7.29,462.61,43.38,224.36,159.21,1083.96,173.79
15252,2012,437.79,1130.96,20.58,14.37,408.07,47.36,247.2,185.03,1272.91,303.58
15252,2013,515.01,1300.78,27,10.29,295.45,52.36,261.51,206.15,1394.86,549.41
15252,2014,558.62,1661.75,24.42,23.86,615.47,58.42,309.92,232.65,1499.08,590.63
15252,2015,326.62,1170.3,19.45,13.85,405.78,45.25,152.75,181.13,863.98,547.19
15252,2016,308.8,1051.65,20.71,13.81,360.84,46.23,133.27,179.16,794.02,499.72
15252,2017,311.27,1033.2,27.58,0,303.08,48.19,121.88,190.25,817.74,544.02
15252,2018,411.81,1100.52,108.15,0,293.56,45.31,141.73,187.8,877.14,620.45
15253,2010,171.24,460.833,109.457,100.515,0.131,19.365,162.183,45.035,273.724,274.21
15267,2010,692.758,2381.695,235.136,119.445,408.45,58.655,353.668,188.562,1513.073,1375.66
15267,2011,789.161,2836.107,230.259,2.444,806.366,73.649,258.278,213.717,1838.451,1513.135
15267,2012,881.865,2785.39,318.864,7.335,779.241,79.997,291.427,219.161,1954.258,1464.998
15267,2013,990.953,2887.577,439.629,1.871,772.005,81.037,304.609,213.488,2024.13,1572.989
15267,2014,1075.791,2908.07,509.137,98.946,765.006,78.63,411.968,219.543,2147.767,1486.451
15267,2015,862.684,2805.443,328.018,1.087,839.707,79.732,309.597,240.945,2020.668,1443.291
15267,2016,822.721,3154.944,235.964,1.046,1014.235,88.187,309.158,247.816,2113.043,1543.894
15267,2017,1004.043,3399.628,375.95,0.258,858.788,85.536,360.975,258.35,2287.312,1886.542
15267,2018,1092.532,3473.857,466.407,0.483,848.335,78.876,364.661,281.22,2483.666,1994.64
15274,2010,635.539,1657.765,293.41,13.903,154.57,98.702,193.847,790.001,1587.73,595.066
15274,2011,841.06,6812.203,128.43,56.695,2269.02,266.663,485.497,4583.295,2571.358,2122.095
15274,2012,815.816,5768.42,116.601,18.793,2397.372,338.838,554.254,4697.688,2399.895,1010.571
15274,2013,949.348,5590.86,260.818,9.21,2769.622,341.399,479.901,4542.554,1860.631,752.694
15274,2014,970.775,5386.129,468.532,12.327,3123.643,277.943,421.609,4303.098,1407.345,281.581
15283,2009,3.165,4.299,1.909,0,0,0.104,0.066,0.86,2.945,4.038
15283,2010,3.295,4.145,1.881,0,0,0.086,0.269,0.799,3.066,3.876
15283,2011,2.176,2.97,0.749,0,0,0.069,0.375,0.758,3.411,2.595
15289,2010,6961,19688,4702,1795,6338,903,7952,9475,19682,-1977
15289,2011,5899,18245,3773,737,5865,921,6927,9070,21067,-1904
15289,2012,8492,20802,3157,1209,4903,930,10626,8946,20961,-3184
15291,2010,72.854,488.244,58.703,0,81.237,4.61,27.655,124.98,10.696,306.804
15291,2011,95.767,513.047,60.146,0,31.535,42.714,33.149,66.799,0,363.777
15291,2012,79.519,596.837,73.627,0,74.839,16.042,38.982,82.536,0,379.337
15291,2013,125.118,734.88,121.045,77.48,0,5.613,156.785,108.391,0,302.63
15291,2014,7.355,228.046,6.61,0,0,58.22,20.298,54.507,0,113.726
15291,2015,11.048,47.781,7.761,0,0.214,24.569,4.816,31.461,0,36.759
15291,2016,76.406,107.097,63.376,0,0,1.503,7.798,30.546,0,99.199
15292,2010,0.06,0.065,0.02,0,0,0.007,3.307,0.002,1.204,-3.481
15293,2010,83.44,102.298,34.687,0,0,2.561,19.085,13.204,90.985,82.803
15293,2011,96.76,115.609,20.693,0,0,2.115,21.696,14.805,96.88,93.521
15305,2010,692,3949,0,0,889,92,578,2195,1628,1011
15305,2011,624,4030,3,40,849,89,495,2275,1483,1028
15305,2012,566,4078,1,60,859,92,496,2428,1293,1059
15305,2013,569,3971,1,80,949,95,437,2496,1448,1120
15305,2014,640,4249,0,140,959,98,588,2622,1603,1169
15305,2015,489,4272,0,0,1124,102,450,2787,1356,1213
15305,2016,508,4702,1,0,1244,104,490,3090,1308,1434
15305,2017,521,5022,0,100,1224,122,753,3393,1368,1476
15305,2018,533,5350,0,120,1423,132,638,3723,1415,1668
15314,2015,902.138,7287.118,433.719,414.908,2725.515,166.653,1193.362,4922.44,399.619,878.566
15319,2010,29029.918,89739.574,8561.159,5900.724,23429.073,5237.274,20929.194,44563.937,80184.567,32031.366
15319,2011,26372.812,92052.516,3483.25,6648.663,23352.697,4565.199,22189.019,47687.451,82679.524,30535.847
15319,2012,26584.296,85604.831,7783.696,5201.877,23494.815,3411.218,17550.566,37220.122,78579.33,35209.257
15319,2013,31008.262,89681.999,10243.309,6385.189,19951.992,3526.046,20419.1,36161.608,77573.016,37488.525
15319,2014,20621.314,62790.879,5612.444,4995.293,10815.874,2173.34,12395.054,20742.324,57228.049,33806.564
15319,2015,13846.311,68495.314,2658.283,7830.424,13064.463,3244.669,15720.574,30879.738,45326.552,30905.8
15319,2016,16807.226,68428.665,4947.833,7484.534,11550.219,2668.601,15550.482,30141.788,39499.302,32570.858
15319,2017,17757.696,71960.085,5532.525,5257.221,13654.587,2884.078,14468.477,30980.694,52233.186,35817.145
15327,2009,17.527,23.689,8.085,0.052,0,1.958,7.887,2.307,28.543,13.187
15327,2010,14.223,21.812,5.407,0,0,0.307,7.371,3.558,28.387,11.827
15327,2011,12.207,23.168,3.014,0,0,0.23,9.293,6.971,26.682,11.278
15327,2012,14.234,27.123,2.154,0,0,0.346,13.942,8.299,30.386,10.586
15327,2013,14.877,32.14,1.165,0.023,0.069,1.375,18.646,12.452,31.305,10.622
15327,2014,9.038,25.777,3.027,0.023,0.045,1.376,13.429,12.484,28.944,11.855
15327,2015,7.607,23.021,3.691,0.049,0.104,1.335,8.137,11.717,23.892,14.578
15327,2016,7.743,20.966,3.912,0.044,0.06,1.317,5.244,10.294,17.476,15.595
15327,2017,11.385,24.755,8.829,0.028,0.032,1.376,4.369,10.434,11.523,17.089
15331,2010,61.013,67.645,22.753,0.359,8.329,2.193,19.476,6.148,81.607,39.84
15331,2011,50.944,56.718,18.948,0.379,7.956,1.8,9.31,5.65,76.128,39.452
15331,2012,43.519,48.669,20.218,0.4,7.564,1.702,11.625,4.669,58.089,29.48
15331,2013,36.318,40.33,13.991,0.367,7.219,1.633,14.188,3.386,47.754,18.909
15334,2010,9852.233,26662.729,3782.992,980.58,3821.472,782.871,6980.821,4490.23,19425.816,11920.87
15334,2011,8528.45,25776.054,2121.086,251.676,3937.306,805.624,6236.121,4806.497,20363.718,11950.728
15334,2012,9239.43,23686.012,2310.188,617.105,4467.418,837.311,6670.797,4930.245,20293.254,9087.791
15334,2013,8748.287,22133.208,2890.835,1216.686,3673.481,848.786,6957.017,4945.283,20103.561,7707.973
15334,2014,7471.157,19723.42,2095.893,801.086,3057.923,747.842,5989.995,4640.734,17299.59,7006.479
15334,2015,6166.826,17334.222,1482.254,410.47,2346.63,679.773,4991.882,4346.857,16135.388,7040.976
15334,2016,6180.306,17090.019,1560.641,47.484,2789.948,639.451,4445.558,4421.288,14980.674,6914.726
15334,2017,10871.495,19449.192,1589.308,967.771,2765.06,729.735,7600.308,2202.43,11555.546,7050.903
15334,2018,13295.696,21505.756,9455.71,590.767,2059.671,273.631,4213.223,2001.28,10597.173,13548.718
15337,2009,74.563,498.168,6.814,3.413,337.758,11.255,56.841,50.204,242.566,-38.5
15337,2010,63.005,472.477,6.068,3.293,327.704,10.682,50.87,45.741,251.314,-49.29
15337,2011,54.682,340.769,5.619,7.978,229.725,8.467,53.922,40.502,236.007,-54.356
15337,2012,50.708,261.624,8.735,12.126,131.494,5.675,44.907,32.553,196.084,-9.984
15337,2013,54.012,265.348,7.543,12.541,114.926,5.704,49.25,32.231,205.146,35.75
15337,2014,55.891,334.732,6.409,6.84,254.15,7.153,42.766,34.794,237.938,-58.81
15337,2015,51.691,316.606,5.92,17.573,228.027,7.464,51.285,33.843,231.433,-52.546
15337,2016,46.457,289.338,13.672,23.6,190.372,6.467,54.603,30.845,214.568,-36.937
15337,2017,59.793,271.144,6.115,16.037,122.849,6.164,32.697,26.601,148.487,47.583
15337,2018,29.994,237.746,7.942,32.15,48.757,4.411,57.366,23.477,114.131,72.214
15343,2010,912.314,1258.996,403.339,32.02,158.226,40.652,195.127,229.498,2059.797,788.736
15343,2011,1026.699,1347.604,527.162,41.265,156.476,37.262,213.244,203.744,2417.797,855.688
15343,2012,747.194,1104.155,202.634,27.57,207.3,31.933,258.696,233.263,2189.938,506.908
15343,2013,874.717,1247.767,317,29.083,206.25,32.693,219.256,244.457,2158.541,703.405
15343,2014,941.213,1328.096,360.234,36.194,205.25,34.076,238.069,245.91,2364.227,762.15
15343,2015,800.401,1338.801,278.544,11.76,204.25,35.04,209.429,280.224,2100.002,827.285
15343,2016,894.323,1447.476,360.317,13.655,213.709,35.702,218.992,295.231,2055.622,898.684
15343,2017,739.115,1320.173,126.469,16.48,448.592,34.247,242.252,304.321,2266.073,522.111
15343,2018,702.618,1369.549,77.03,7.101,489.597,39.873,232.801,370.633,2507.878,548.356
15347,2010,53.564,80.525,4.165,0,0,4.841,31.252,21.156,128.577,49.178
15347,2011,45.338,69.813,3.051,0,0,4.816,30.566,18.543,120.005,39.216
15356,2010,33.984,232.353,5.286,0,53.158,3.941,34.772,36.305,117.399,101.989
15356,2011,33.808,233.94,6.588,0,40.211,3.947,39.141,35.015,126.606,119.666
15356,2012,33.232,232.396,4.244,0,47.904,4.168,34.236,35.251,130.948,119.128
15356,2013,32.505,235.605,3.595,0,42.642,4.351,23.771,36.46,132.597,133.785
15356,2014,38.333,356.677,1.532,11.25,127.275,5.594,40.891,38.342,154.5,140.529
15356,2015,41.283,364.246,0.829,11.25,134.658,5.293,35.585,43.098,164.602,145.991
15356,2016,43.493,372.663,0,11.25,118.205,5.174,39.963,44.291,169.531,151.155
15356,2017,42.684,369.103,0,11.25,98.545,4.977,41.987,43.697,169.871,163.758
15382,2012,1.94,2.058,0.813,0,0,0,0.671,0,0,1.387
15382,2013,0.06,0.06,0.008,0,0,0.002,0.32,0,0,-0.26
15396,2010,53.5,728.4,0,0,0,17.2,62.8,626.2,360.7,665.2
15396,2011,93.7,928.7,0,0,225,18.6,80.2,783.8,449.8,623.2
15396,2012,90.6,885.5,0,0,225,33.2,58.5,768.7,740.2,601.7
15396,2013,133.9,1027.5,46.3,0,149.7,33,109.7,871.1,687.3,580.5
15396,2014,134.8,1058,33.3,0,411.5,40.6,64.4,893.3,648.4,565.8
15396,2015,169.1,1768.9,48.6,1.1,894.5,67.4,76.8,1326.5,838.5,729.4
15396,2016,150,1696,41.8,4.9,805.7,77.7,85.5,1294.9,779.7,739.3
15396,2017,135.8,1641.4,6.6,2.6,818.4,83.6,77.8,1265.6,845.6,603.6
15396,2018,144.5,1619.1,12.6,2.8,793.3,92.4,91.3,1245.1,892.1,595
15404,2010,0.125,0.125,0.115,0,0,0,0.004,0,0,0.121
15404,2011,0.017,0.017,0.007,0,0,0,0.065,0,0,-0.048
15404,2012,0.689,1.036,0.641,0,0,0,0.094,0,0,0.942
15404,2013,0.29,0.29,0.281,0,0,0.086,0.008,0,0,0.282
15404,2014,0.153,0.153,0.146,0,0,0,0.006,0,0,0.147
15406,2010,1862.881,3881.719,258.634,0.728,862.936,136.582,865.347,1429.587,2724.204,1963.663
15406,2011,2063.234,4031.505,231.982,519.82,393.388,133.084,1525.73,1409.706,2636.556,1929.346
15414,2010,201.04,518.816,138.811,0,0,8.13,17.024,97.4,269.047,501.792
15414,2011,230.417,617.67,140.813,0,0,8.7,18.188,95.398,289.962,586.122
15414,2012,346.507,719.324,268.986,0,0,12.467,35.75,93.788,314.56,674.442
15414,2013,409.516,778.098,332.937,0,0,12.321,32.084,108.756,310.575,737.541
15414,2014,469.413,862.491,363.354,5.949,6.997,19.175,26.391,117.12,357.763,795.265
15414,2015,248.283,1063.36,110.921,4.024,73,37.226,39.768,129.749,452.246,846.935
15414,2016,253.891,1129.581,95.835,3.759,91.5,42.764,54.147,132.362,499.023,879.28
15414,2017,348.025,1558.219,157.714,0,343.771,60.036,135.522,135.124,563.003,949.627
15414,2018,398.366,1593.202,181.754,0,339,64.463,79.51,145.348,642.993,1079.061
15416,2009,13.277,32.61,7.14,0.899,4.888,1.757,3.716,19.155,34.575,22.254
15417,2010,652.809,2400.814,404.256,1.662,250.067,64.081,470.157,59.713,971.992,1506.344
15417,2011,708.127,2607.011,424.467,1.227,250.033,67.147,481.62,61.36,1012.242,1643.963
15417,2012,759.512,3128.058,392.568,0.093,450,78.946,567.781,74.337,1196.432,1807.333
15417,2013,928.036,3649.508,463.585,100,380,85.417,906.877,74.733,1363.279,2007.141
15417,2014,1570.108,4956.458,740.974,45.625,1152.846,103.836,1269.153,84.668,1575.796,2113.745
15417,2015,1537.389,5012.739,686.907,73.125,1079.878,108.311,1328.547,81.753,1660.509,2149.776
15417,2016,1760.737,5287.343,796.331,55.5,1018.372,107.666,1445.157,75.807,1766.629,2360.211
15417,2017,2242.156,5747.55,849.053,120,856.141,108.144,1987.474,77.086,1861.347,2582.699
15417,2018,2167.311,6688.668,790.464,50,1456.99,109.378,1782.986,100.395,2014.246,3000.568
15420,2010,59.996,64.133,42.139,0,0,1.603,24.232,1.565,94.739,38.169
15420,2011,77.819,81.739,59.461,0,0,1.136,22.944,1.686,97.257,57.349
15420,2012,133.148,138.603,100.497,0,0,1.007,24.83,2.536,121.066,112.332
15420,2013,177.236,183.307,143.397,0,0,1.096,25.402,3.018,157.608,156.361
15420,2014,275.371,284.284,208.002,0,0,1.335,45.482,3.075,218.278,237.211
15420,2015,369.645,410.615,307.9,0,0,1.606,48.817,3.448,316.373,349.456
15420,2016,468.535,512.271,405.402,0,0,1.585,54.396,4.988,310.297,454.634
15420,2017,493.283,546.649,434.6,0,0,4.77,53.236,6.449,295.402,482.187
15420,2018,409.589,466.853,358.919,0,0,7.221,39.023,6.728,227.768,419.489
15444,2010,8623.523,28476.601,2344.632,827.985,6229.794,1081.423,4961.279,11798.795,22786.854,13704.223
15444,2011,8179.477,27745.355,1717.626,590.272,5789.85,991.137,4811.685,11592.673,23456.481,13633.326
15444,2012,9230.2,27912.125,2372.162,812.258,5589.545,1048.287,5029.14,11139.533,24603.757,13894.088
15444,2013,10131.699,28149.119,3499.866,1269.046,6309.404,998.978,5558.449,10387.988,24844.915,13313.27
15444,2014,10560.543,26642.772,3947.346,456.208,6557.532,816.818,4679.457,8981.362,22885.411,12315.188
15444,2015,10204.202,34756.401,2734.295,693.89,9192.144,975.139,6916.097,14184.026,25665.247,14132.989
15444,2016,9912.549,33337.989,2584.184,207.874,7929.828,1139.616,6223.57,13390.488,28600.141,14662.004
15444,2017,11746.696,38029.193,2542.652,300.55,9208.852,1288.759,7250.468,15741.607,30319.484,17421.08
15444,2018,10889.121,40269.483,2685.93,578.173,9958.319,1296.025,6959.832,18044.731,30671.806,18351.564
15446,2010,6.096,7.276,5.326,0,20.385,0.294,26.664,0.082,0.1,-82.52
15446,2011,3.93,4.221,3.069,26.016,0,0.277,37.151,0.044,0,-64.527
15446,2012,1.883,2.176,1.484,0,0,0.029,36.628,0.012,0,-66.066
15446,2013,4.905,4.979,4.053,0.556,32.523,0.009,6.303,0.04,0,-86.801
15446,2014,5.939,5.988,3.683,0,44.546,0.015,7.633,0.025,0,-111.95
15446,2015,15.774,15.81,12.898,7,54.172,0.014,22.855,0.012,0.411,-151.918
15446,2016,6.56,6.584,6.085,0,67.589,0.012,9.725,0,1.195,-161.408
15448,2010,837,9631,54,11,3461,380,516,7872,2520,3567
15448,2011,679,10062,16,6,3453,395,796,8398,2622,3734
15448,2012,691,10008,36,405,3297,393,998,8320,2717,3708
15448,2013,961,10548,15,5,3791,346,484,8576,2926,3939
15448,2014,1164,10939,6,5,3786,416,575,8815,3175,3848
15448,2015,946,11399,9,547,3221,439,1123,9523,2890,3836
15448,2016,1020,12164,17,3,3783,499,565,9924,2958,4067
15448,2017,836,12289,9,3,3780,462,772,10286,3047,4121
15448,2018,830,12535,24,63,3719,524,855,10529,3059,4339
15452,2013,25.751,3665.519,1.045,0,0,0,11.298,0,-244.189,2887.794
15452,2014,65.87,1368.022,6.544,0,0,0,1.415,0,-1964.999,1298.551
15452,2015,20.945,37.408,11.023,0,0,0,30.402,0,-1181.604,7.006
15453,2010,0.017,0.169,0.005,0,0,0,0.136,0.152,0,0.033
15453,2011,0.003,0.003,0.001,0,0,0,0.192,0,0,-0.189
15453,2012,0.013,0.013,0,0,0,0,0.365,0,0,-0.352
15453,2013,0.005,0.854,0.003,0,0,0,0.333,0,0,0.521
15453,2014,0.004,0.004,0.001,0,0,0,0.53,0,0.004,-0.526
15453,2015,0.003,0.003,0.001,0,0,0,0.837,0,0,-0.834
15453,2016,0.006,0.006,0.001,0,0,0,1.17,0,0,-1.164
15453,2017,0.003,0.003,0.001,0,0,0,0.953,0,0,-0.95
15453,2018,0.003,0.003,0.002,0,0,0,1.034,0,0,-1.031
15459,2010,219.261,580.342,73.191,0.222,0.228,43.588,91.66,206.837,740.475,417.546
15459,2011,245.534,778.589,68.939,0,125,44.735,113.624,257.274,797.597,397.001
15459,2012,239.009,783.165,48.822,0,128,49.269,124.581,253.417,882.188,372.252
15459,2013,234.507,793.008,52.617,0,139,44.655,125.067,282.56,959.346,402.664
15459,2014,255.742,788.626,50.056,0,137.25,40.818,126.18,269.957,951.826,372.029
15459,2015,211.004,623.26,44.156,0,104,34.982,117.801,231.315,896.177,272.748
15459,2016,208.224,651.162,29.511,0,95,32.472,119.989,260.725,828.341,310.783
15459,2017,283.837,755.743,36.491,0,152,40.277,150.824,223.091,961.33,343.78
15459,2018,269.281,707.373,34.397,0,101.5,33.804,155.253,228.369,1065.471,354.857
15481,2012,0.419,1.181,0.057,0.153,0.129,0.313,3.252,0.295,1.013,-2.204
15481,2013,0.522,1.211,0.136,0.144,0.047,0.217,0.711,0.319,0.886,0.451
15481,2014,0.226,0.763,0.051,0.096,0.065,0.189,0.599,0.241,0.65,0.098
15481,2015,0.294,0.698,0.054,0.067,0.26,0.15,0.369,0.223,0.886,0.045
15481,2016,1.221,1.513,0.979,0.035,0.269,0.109,0.194,0.162,0.631,1.032
15481,2017,0.305,0.544,0.12,0.019,0.274,0.063,0.246,0.116,0.506,0.024
15481,2018,1.104,7.757,0.553,0.313,3.157,0.087,1.477,0.19,2.246,-0.907
15489,2010,35.315,35.984,34.237,0,0,1.218,19.194,0.447,17.712,12.775
15489,2011,18.604,19.347,17.847,0,0,0.595,8.108,0.427,20.255,10.833
15489,2012,21.256,24.539,20.298,0,9.826,0.304,7.217,0.23,6.098,7.079
15489,2013,77.722,78.704,76.936,3.182,6.786,0.298,11.382,0.276,0.044,60.536
15489,2014,42.245,42.977,40.713,10.928,0,0.31,18.053,0.414,0,24.613
15489,2015,10.394,11.146,8.431,0,0,0.197,0,0.288,0,5.732
15489,2016,4.549,4.718,2.906,0,1.273,0.102,7.824,0.068,0,-4.379
15489,2017,1.55,1.67,0.737,0,1.351,0.048,24.655,0.019,0,-24.336
15489,2018,1.299,1.37,0.814,1.471,1.217,0.019,8.263,0,0,-8.11
15492,2013,0,0,0,0,0,0,0.083,0,0,-0.083
15492,2014,0.001,0.001,0.001,0,0,0,0.276,0,0,-0.275
15492,2015,0,0,0,0,0,0,0.293,0,0,-0.293
15492,2016,0,0,0,0,0,0,0.31,0,0,-0.31
15492,2017,0,0,0,0,0,0,0.322,0,0,-0.322
15508,2010,14348,66656,6401,1535,11904,1919,7882,39810,27960,34239
15508,2011,19302,72442,11732,1018,11855,1967,8178,40549,30580,39092
